who_am_i,Cluster
i am a girl who doesnt really like art,0
i am a girl who doesnt really like art,0
i like to text more than call,3
i like to text more than call,3
im white,4
i like the sunset,3
i am [first name] a basketball player,4
i am [first name] a basketball player,4
math is fun but not my favorite,4
math is fun but not my favorite,4
i like when i can dress my character..,0
i like when i can dress my character..,0
i like when i can dress my character..,0
im a gamer,4
i'm cape verdean,4
trustworthy,4
im partynextdoor,4
i am quiet,4
i like tik tok,3
i like tik tok,3
im a students,4
i habe glasses,4
i have 2 sisters. one is 10 and the other is 4.,4
i am a good friend,4
i am someone who loves stuff animals,4
i am a person who gets good grades,1
i am a person who gets good grades,1
i am a person who gets good grades,1
i am someone who loves to sleep,4
i am someone who loves to sleep,4
i like water.,0
i am a person who has not yet been absent in this grade.,1
i am a person who has not yet been absent in this grade.,1
l'm 11 years old,4
i am a honors student,2
i am a honors student,2
cook,4
i'm black,4
i am a person that enjoys rewards.,1
i am a person that enjoys rewards.,1
i love nike,0
i am someone who lives in a different place,4
i am nice,4
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
my school name is [school name],0
i love to rende,0
i like focusing on myself,3
i like focusing on myself,3
i dont like this anymore,0
i dont like this anymore,0
i like tv,0
i like tv,0
i am [first name] a runner,4
i am [first name] a runner,4
bye,4
i'm a brand owner,4
i do dance.,4
i love my bed.,0
i like having friend,0
i like having friend,0
i am a girl.,0
i like cars,0
im a boy,4
i am a person,1
i am a very good person.,1
i am a very good person.,1
a friendly person,1
a friendly person,1
who is good at math,4
who is good at math,4
my favorite food is seafood,4
i love playing video games,0
i love playing video games,0
i like doing games,0
i like doing games,0
i like taylor swift.,3
i love cooking.,0
i love cooking.,0
i am a good speller.,4
i like cookies,3
im the favorite child,4
im the favorite child,4
i like eating,0
i like eating,0
i am a good artist,4
i do all my school work,4
i do all my school work,4
i am a soccer player,4
i am someone who loves the color pink,4
i am a person who is playful.,1
i am a person who is playful.,1
i have two sister,4
i am person that likes [teacher],1
i am person that likes [teacher],1
i like to watch movies,0
a role model,4
"i'm haitian, india, and  jamaican",4
i really have a good score on my mathia,4
i really have a good score on my mathia,4
i'm a girl,0
i am hardworking,4
i am a very talented person,1
i am a very talented person,1
[first name] friend,4
honest,4
i speak english,4
i speak english,4
im a friend,4
i like singing,0
i like singing,0
i am obsessed with food,4
i'm somebody who wears braids,4
my favorite color is blue,4
i like to do flips and tricks on the trampoline.,0
i like to do flips and tricks on the trampoline.,0
i am a person who likes shows,1
i am a person who likes shows,1
i like to to spend time wit people,0
i am the youngest sibling,4
i like drawing.,0
i like drawing.,0
"i love my teachers, friends, and family and all pets",0
"i love my teachers, friends, and family and all pets",0
"i love my teachers, friends, and family and all pets",0
"i love my teachers, friends, and family and all pets",0
social studies student,4
i am a guy,4
my favorite place is my room.,4
im am good at english,4
i dont like mathia,0
i dont like mathia,0
i am smart,4
i love nike,0
i'm caring,4
i like to play video games,0
i like to play video games,0
i am the youngest child,4
i am the youngest child,4
i like to sing,0
i like to sing,0
i like kids,0
i am someone who adores my family,4
i am someone who adores my family,4
i am in 7th grade,4
i am in 7th grade,4
i am in 7th grade,4
i am a 7th grade student,2
i am a 7th grade student,2
i am a 7th grade student,2
i am a person who loves nike,1
i am a person who loves nike,1
i am the middle child of three children,4
i am the middle child of three children,4
i am someone who loves to laugh,4
i am someone who loves to laugh,4
i am a girl,0
i like to play outside,0
i like to play outside,0
my favorite book is number the stars.,4
i play soccer,4
i have a dog,4
i'm sneaker head,4
im nice,4
i play more than three sport,4
a therapist friend,4
i want to go to college,4
13 turning 14,4
i am someone who loves drinking cold water,4
i am smart,4
a girl with broken up parents.,4
a girl with broken up parents.,4
i like math,0
i like math,0
i believe 95% of the school is self centered and only cares for themselve,4
i like vollyball,3
i like vollyball,3
i like to open my yap.,3
i like to open my yap.,3
i like guns,3
i like my baby sibling,0
i like my baby sibling,0
i am the middle child,4
i am the middle child,4
a person who loves p.e,1
a person who loves p.e,1
i'm tall,4
i like social studies,0
i like social studies,0
i kinda like mathia,0
i kinda like mathia,0
i'm play soccer.,4
i'm not a kids lover but i love kids.,4
i really want to have ap classes because i deserve it.,4
i am funny,4
i am a [school name - mascot].,4
i like the weekends,3
i like to still home and go on my phone,0
i like to still home and go on my phone,0
"my favorite ice cream flavors are chocolate, mint, and vanilla",4
i am a kid is a bit anxious,4
i am a kid is a bit anxious,4
i wish i had a gaming pc.,4
i wish i had a gaming pc.,4
i'm a women,4
am friendsy,4
im a students,4
i am 5'1,4
i love playing roblox,0
i love playing roblox,0
i love staying in bed,0
i am a person of color,1
i am a person of color,1
i am a kid,4
i am [first name],4
the best r6 player,4
i am a gamer,4
i am someone who likes fries.,4
i like my family.,0
i like my family.,0
a person who sleeps early but somehow feels like they got no sleep,1
i am afraid of getting robed,4
i like to be outside and play,0
smart,4
a softball player,4
i like mathia sometimes.,0
i like mathia sometimes.,0
i have a laptop,4
watching youtube,4
watching youtube,4
i am nice,4
i am fast runner,4
i like to talk lound,0
i like toys,3
i am good at math.,4
i am good at math.,4
i like boys that are asian with curly hair,0
i'm a good runner,4
i am a person who doesn't like math,1
i am a person who doesn't like math,1
i like oreos:),3
i like customizing things.,0
i like customizing things.,0
a kind person,1
a kind person,1
i'm a swimmer.,4
i like the color purple.,0
i like dogs,0
i am good student,2
i like book,0
i am a christian,4
i am someone who likes playing basketball.,4
i am someone who likes playing basketball.,4
i like spicy chips,0
i don't like homework,0
i don't like homework,0
i like vr,3
i like vr,3
i am someone who likes vollyball,4
i am someone who likes vollyball,4
i'm kind,4
i have fun in math,0
i have fun in math,0
im an honors student,2
im an honors student,2
i am a musical person.,1
i am a musical person.,1
i am a person who loves the beach.,1
i am a person who loves the beach.,1
i am a person who likes sweets.,1
i am a person who likes sweets.,1
i am a boy,4
i'm in 6th grade,4
i'm in 6th grade,4
[first name],4
i like gym,0
i like gym,0
i am rude,4
a student athlete,2
a student athlete,2
i have a phone,4
"i love sports including basketball, volleyball, and soccer.",0
"i love sports including basketball, volleyball, and soccer.",0
i like when they give trophy.,3
im kinda tall/short cause im 5'3.,4
i like to sleep,0
i like to sleep,0
i like fashion,0
i like fashion,0
i like to do arts and crafts,3
i like to do arts and crafts,3
i am fast,4
1/4 kids.,4
my favorite thing to do is to do my hair,4
my favorite thing to do is to do my hair,4
youngest slibling,4
a daughter,4
a daughter,4
i am a person who have high hopes,1
i am a person who have high hopes,1
i am someone that likes video games,4
i am someone that likes video games,4
i am someone that likes video games,4
i am someone who loves salmon,4
i like food,0
i am a basketball lover,4
i am a basketball lover,4
i am a person who likes disney.,1
i am a person who likes disney.,1
i m a future billionaire,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i like to cook,0
i like to cook,0
bye,4
i like to eat food,0
i am good with kids,4
i like food,0
i like to play outside,0
i like nerf stuff,0
i love young sheldon,0
i am someone who loves shoes,4
i like to spooky scary sunday,0
i like to spooky scary sunday,0
i love soccer.,0
i love soccer.,0
i am a chess player,4
my favorite song is recgonize by pnd,4
a manga reader,4
i am short,4
i ware glasses,4
i like makeup,0
i like makeup,0
volleyball player,4
i am a boy,4
i am someone who is creative,4
i like playground,3
i would like a really similar program like mathstream like using the coins.,3
i would like a really similar program like mathstream like using the coins.,3
i like helluva boss,3
i like helluva boss,3
i like soccor,3
i like soccor,3
i have a sweet tooth,4
i am a leader,4
i'm the oldest,4
i don't like reading,0
i like to sleep,0
i like to sleep,0
i love doing hair,0
i love doing hair,0
i'm chill,4
a leader,4
im respectful,4
im in 6th grade,4
im in 6th grade,4
i am a girl who loves braids but hates getting her hair done.,4
i am a girl who loves braids but hates getting her hair done.,4
i am a girl who loves braids but hates getting her hair done.,4
i like helping my friend on mathia,0
i like helping my friend on mathia,0
i like lasagna,3
someone who likes pizza,4
my favorite season is autumn,4
i love pizza,0
i am a reader,4
i got 12 years old,4
i have curly hair,4
i like listening music,0
i love jordans and nike,0
i am someone who loves perfume,4
i am someone who loves perfume,4
i am an english speaking person,1
i am an english speaking person,1
i'm a high honor role student,4
i'm a high honor role student,4
i am a boy,4
i am puerto rican and portuguese.,4
i am funny,4
i am an all a student,2
i am an all a student,2
i like having sleepovers,0
i like having sleepovers,0
human,4
i am a honors student,2
i am a honors student,2
i'm confindent,4
i have brown hair,4
im fast,4
i like movies,0
my favorite food is peaches,4
i like playing outside,0
i like water,0
i am a person who likes to play video games,1
i am a person who likes to play video games,1
i am a person who likes to play video games,1
i am a girl.,0
i like gym class,0
i like gym class,0
i like gym class,0
i like to do the right things and do good deeds.,0
i like to do the right things and do good deeds.,0
i like to be nice,0
i like to be nice,0
i am a older brother,4
i am a older brother,4
im a boy,4
i like playing games,0
i like playing games,0
[letter of name],4
i'm a good writer,4
i am from hati,4
i like wendys,3
i like to hang out with my friends,0
i like to hang out with my friends,0
i like to hang out with my friends,0
im a boy,4
i am smart.,4
i like trying new things,0
i'm not very flexible,4
i am a dog lover.,4
my favorite food is lobster and the other is wingstop,4
i like sports.,0
i like sports.,0
i am a entrepreneur,4
im african american,4
i am someone who love music,0
im a momschild,4
im a momschild,4
i like to make jokes,0
"i am a girl,",0
i am a friend,4
a baseball player and,4
a girl,0
i have 2 siblings,4
volunteer of youth group,4
i am someone that has a sister.,4
i like my type of songs,0
i have beaufitual curly hair,4
i am couins,4
i'm 4'10 or 4'11,4
i am an animal person,1
i am an animal person,1
i am in 6th grade,4
i am in 6th grade,4
i am in 6th grade,4
i am funny,4
i am a swimmer,4
i am 13 years old.,4
i was born on [date],4
i like water,0
ecdfvrgth,4
hatitan,4
i like water,0
i am helpful,4
i am a student,2
i am in grade 6,4
i am in grade 6,4
i am in grade 6,4
i work with my dad,4
i work with my dad,4
i am a boy,4
i am intelligent,4
i like games,0
i like games,0
lightskin,4
i am a caverde,4
kind person,1
kind person,1
a good kid,4
a good kid,4
i love pupies.,0
i am the middle child,4
i am the middle child,4
i am smart,4
i ama warrior for food,4
i am a person with patieonce,1
i am a person with patieonce,1
i am over 4 ft tall,4
i hate makeup,4
im a person,1
i'm learning eaglish.,4
i'm learning eaglish.,4
i am respectful,4
lucky to be alive,4
i play football,4
"my favorite fruits are raspberry, orange, and pineapple",4
i am athletic,4
i'm a student,2
[first name],4
i'm good at reading,4
i am an only child,4
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
reserved,4
i love helping people when they need help.,0
i love helping people when they need help.,0
i have 2 brothers,4
i dislike math,4
i dislike math,4
[teacher] student,2
i like math,0
i like math,0
i love school,0
i love school,0
i love school,0
i am a girl,0
i am someone who likes comic's,4
somebody who is named after my dad,4
i am currently learning chinese,4
i am currently learning chinese,4
i like fortnite.,0
i like fortnite.,0
i am [first name] a artist,4
i am [first name] a artist,4
i like on my block,3
i don't like school,0
i don't like school,0
i play games,0
i play games,0
i want to go to new york city,4
i don't want to be a teacher.,4
i am focused on things i like,0
i am a student,2
i love planning my future,0
i love planning my future,0
i like to have sleepovers.,0
i like to have sleepovers.,0
i like to talk queit to people,0
i like to talk queit to people,0
ive never bullied,4
l love to travel,0
l love to travel,0
"my lucky number is 5 or 6, or 56",4
i like to do art.,0
i like to do art.,0
i like music,0
i don't like lunch,0
i am a kind person,1
i am a kind person,1
an anime nerd,4
i am asian.,4
im a sagittarius,4
i am kind,4
i love animals.,0
my second fav color is green,4
i am someone who likes watermelon,4
i have a couple friends.,4
i'm a sister to a younger brother and sister,4
i'm a sister to a younger brother and sister,4
i am a person who likes pastel colors.,1
i have a cat and 3 beta fish,4
i like my playstation,3
i like my playstation,3
i'm a person who likes talking with my friends.,1
i'm a person who likes talking with my friends.,1
i'm a person who likes talking with my friends.,1
cook,4
i am a student,2
i am a person of color.,1
i am a person of color.,1
art,4
i play golf,4
i am someone who loves hot chips,4
i am someone who has pesos,4
i want to be a doctor,4
i am a person whose parents are from another country,1
i am a person whose parents are from another country,1
i like kai cerat.,0
i like kai cerat.,0
i am about to be in 8th grade,4
i am about to be in 8th grade,4
i am about to be in 8th grade,4
i hate 95% of my school,4
i hate 95% of my school,4
i hate 95% of my school,4
i love to dance .,0
i love to dance .,0
i enjoy gym.,4
i enjoy gym.,4
i am a student,2
a skinny person,1
a skinny person,1
i'm 11 years old,4
i love doing work,0
i love doing work,0
i like mcdonalds,3
im the oldest,4
i play tennis,4
i like the baltimore ravens,3
i am respectful,4
a student,2
i love gift cards.,0
i been to puert rico,4
i am a hard-worker.,4
i am the person that like soda,1
i am the person that like soda,1
i like to get help at school,0
i like to get help at school,0
i like to get help at school,0
a boy who has a nice brother,4
a boy who has a nice brother,4
a prankster,4
i live in a house,4
i love to elepe,0
i speaking three languages,4
i speaking three languages,4
jamaican/trinidad,4
i like myself,3
i like myself,3
i am a lover,4
i dont like chores,0
i'm a kid,4
my favorite color is purple.,4
i am my grandmothers grandson,4
i am my grandmothers grandson,4
i am someone who loves playing with my family,4
i am someone who loves playing with my family,4
i don't like math,0
i don't like math,0
im a fun poerson,4
im a fun poerson,4
i;m the youngest sister,4
i;m the youngest sister,4
a minor,4
i like roblox,0
i like roblox,0
i'm 12 years old,4
efrtgyju7,4
i speak two langueges,4
i speak two langueges,4
i'm a girl,0
i am the person that like going to my friends house,1
i am the person that like going to my friends house,1
i am the person that like going to my friends house,1
im a students,4
i'm a kid who wants this amazon card.,4
i'm a kid who wants this amazon card.,4
i am [last name] .,4
i play outside,4
i am a 7th grader,4
i am a 7th grader,4
i am a 7th grader,4
i have curly hair..,4
i have 1 sibling,4
i'm against lgbtq i hate. them,4
i like to go to the beach,0
i speak cape verde creole,4
i speak cape verde creole,4
i like too cook,0
i like too cook,0
im a person who wants to live in a different country,4
i dislike loud noises and being the center of attention,4
i dislike loud noises and being the center of attention,4
i am someone who like math,0
i am someone who like math,0
im a student,2
im african,4
i am supportive,4
i like student,2
i love my dad,0
i love my dad,0
i'm 5'5,4
i used to do cheer im going to do it again this year,4
i like math,0
i like math,0
im speak eneglish,4
im speak eneglish,4
i love my family,0
i love my family,0
i like horro movies,0
i am a fellow citizen,4
i love to play video games,0
i love to play video games,0
l am someone who loves dogs,4
i'm 5'1 and a half,4
i like help people,0
i like help people,0
i like to drink water,0
i like travelling,3
i like travelling,3
i am the middle child.,4
i am the middle child.,4
i have a phone,4
i am a person who doesn't like school,1
i am a person who doesn't like school,1
i am a person who doesn't like school,1
math is one my favorite subject in school.,0
math is one my favorite subject in school.,0
math is one my favorite subject in school.,0
my favorite sports teams men city,4
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
american,4
"my middle name is [middle name], yep just [middle name].",4
i am smart,4
i have 1 brother,4
i love night walks,0
i am a girl.,0
i love animals,0
i love fish,0
i am a good person,1
i am a good person,1
i'm a human,4
i like snacks,3
i am caring,4
i like yapping,3
i like yapping,3
i like spring.,0
"i am 5,9",4
i am [first name],4
i like to speak creole,0
i like to speak creole,0
i am an organized person.,1
i am an organized person.,1
clumsy,4
i am a 11 year old boy.,4
i am a 11 year old boy.,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i love lobster,0
i am a girl who doesnt like to present infront of people.,0
i am a girl who doesnt like to present infront of people.,0
i am a girl who doesnt like to present infront of people.,0
im a students,4
i am [first name] .,4
i live in [city].,4
a 11-year-old boy,4
a 11-year-old boy,4
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
i am a nice person,1
i am a nice person,1
i am football player,4
my favorite streamer is kai cenat speed,4
my favorite streamer is kai cenat speed,4
i like pizza,0
a girl,0
i am sleepy person,1
i am sleepy person,1
i like to sleep,0
i like to sleep,0
i have a big ego,4
i like to hangout with my mom and my dad,0
i like to hangout with my mom and my dad,0
i hate school,4
i hate school,4
actor,4
i like to go to the beach,0
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i have 10 uncles in my family,4
im a students,4
i workout every week.,4
i like pink,0
i love my family,0
i love my family,0
i play basketball.,4
i am a wingstop lover,4
im smart,4
i like walking,0
i'm a student.,2
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
wanna be a dentist,4
a dog lover.,4
i like playing with my friends,0
i like playing with my friends,0
i am a water drinker.,4
i am a really busy person on the weekends,1
i am a really busy person on the weekends,1
i am a student,2
i used to play football,4
i like funny things.,0
i have brown hair,4
i love to play volleyball,0
i love to play volleyball,0
i am a student.,2
i like to do crafts,3
i like to do crafts,3
i speak english.,4
i speak english.,4
someone who stands up for myself,4
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
i want too go to the dr,4
im a music lover,4
l kinda have curly hair.,4
i am a sister,4
i am a sister,4
i love the summer,0
i am a 6th grader.,4
i am a 6th grader.,4
i went to [scool name].,4
i have crocs,4
i am a spring baby,4
i am a skinny person.,1
i am a skinny person.,1
a man,4
student,2
i am very nice and funny,4
"i like the soccer players, benzama and vini jr",0
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name] i love dancing, singing, gym class, art class, eating food",0
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i'm a friend,4
i'm a student at [school name],2
i like to eat,0
my favorite color is black,4
i am 14 years-old.,4
my favorite colors are pastel blue and purple,4
a daughter of [first last name],4
a daughter of [first last name],4
i like flowers,3
i love food,0
i like seafood,3
a person,1
i am a student.,2
i have 6 sibilings,4
im a poet,4
im a poet,4
i love my kids,0
i like dogs,0
"my favorite book is dear mr. henshaw, and its sequel, strider.",4
"my favorite book is dear mr. henshaw, and its sequel, strider.",4
i like flowers n roses,3
i love pizza,0
i am a insperation to my younger peirse,4
i like celtics,0
my favorite sport is soccer,4
my favorite sport is soccer,4
my favorite food is rice.,4
i like to listen to pink.,0
i like games,0
i like games,0
i am a person that likes to go swimming,1
i am a person that likes to go swimming,1
i am a person that likes to go swimming,1
i like band,0
i am [first name].,4
i'm respectful,4
i like when they give second and third chances to answer.,0
i like when they give second and third chances to answer.,0
i am a male.,4
a chorus student,2
a chorus student,2
i am loved,4
i am [first name] a person,1
i am [first name] a person,1
i talk alot,4
i am a bean lover,4
fegtyju7i,4
i dont like playing sports.,0
i dont like playing sports.,0
i am a aunt.,4
i am a aunt.,4
i am black.,4
i like to put my phone on dnd,0
i like to put my phone on dnd,0
i'm a students,4
a great-grandaughter,4
a great-grandaughter,4
i like cookies.,3
i like waering pjs,3
i like to read,0
i like to read,0
iam in honor,4
iam in honor,4
i am someone who's favorite color is red.,4
i am someone who love the outdoors,0
my favorite color is blue or cyan,4
i'm a 12 year old girl,4
i'm a 12 year old girl,4
i'm [first name],4
i am person that want to be great at math,1
i am person that want to be great at math,1
i like to go to the mall,3
i like to go to the mall,3
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
"i'm a student at the [school name], i love dancing, singing, gym class, art class, eating food",0
my fav food griyo. fried pork.,4
i never traveled before,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i am a students from 6 grades,4
i love jewelry.,0
i love jewelry.,0
im a music listener,4
i am a student,2
i am a mixed person,1
i like my friends,0
i like my friends,0
i don't like school,0
i don't like school,0
an ipad kid,4
an ipad kid,4
i'm cape verdean,4
i am love running.,0
i am love running.,0
i am a girl,0
i don't like headphones,0
i like math.,0
i like math.,0
i like english esl,0
i like english esl,0
i like xbox,3
i like xbox,3
phone,4
i am someone who likes food,4
i'm 13 with alot of money,4
i'm 13 with alot of money,4
i have long curly hair,4
i am a loving kid,4
i am a loving kid,4
"my favorite color is lilac, blue, and purple",4
i like talking to my friends.,0
i like talking to my friends.,0
i have glasses.,4
i love my step brother.,0
i love my step brother.,0
i am a clarinetist.,4
i am someone that plays video games,4
bye,4
i like napz,3
i am a girl.,0
i have friends,4
i am a curious person,1
i am a curious person,1
i am a person who likes perfume,1
i am a person who likes perfume,1
im a students,4
i feel like i only have a good support system sometimes.,0
nonchalant,4
i am a person that likes to talk,1
i am a person that likes to talk,1
i am a person that likes to talk,1
i am talented,4
i have 3 brothers n 4 sisters .,4
a smart person sometimes,1
a smart person sometimes,1
i sit next to [first name].,4
l'm a girl,0
8th grader,4
8th grader,4
8th grader,4
i am a basketball player,4
i love god.,0
i love god.,0
i'm the smartest person in my family,1
i'm the smartest person in my family,1
i'm the smartest person in my family,1
i went to [school],0
i am trustworthy,4
i like bracelets,0
i like bracelets,0
someone responsible,4
student,2
i am a good daughter,4
i am a good daughter,4
i am a good daughter,4
[school name mascot],4
african american/white,4
i am [first name].,4
i like to try new foods,0
i am 13 years old,4
i am someone a person who like flag football,1
i am someone a person who like flag football,1
i am someone a person who like flag football,1
i like money,0
i like social studies,0
i like social studies,0
i like volleyball,0
i like volleyball,0
i do things on my own time,4
i like your mom.,0
i am a good person,1
i am a good person,1
im funny,4
i am cape verdean,4
i have braces,4
i am a boy,4
im puerto rican,4
i like to play video games,0
i like to play video games,0
i am someone who funny,4
i like to watch sss,0
i like to watch sss,0
i am a trilingual person.,1
i am a trilingual person.,1
i speak english.,4
i speak english.,4
i likie play dough,4
i am someone who likes the color cherry red,4
i like gym class.,0
i like gym class.,0
i like gym class.,0
nice friend,4
nice friend,4
i am good at track,4
i'm like game,0
i'm like game,0
my birthday is [date],4
i like going outside,0
i like going outside,0
in like eating takis,0
i am a mothers son.,4
i am a mothers son.,4
i like to travel,0
i like to travel,0
i love my phone,0
i love my phone,0
my favorite number is 1,4
i am someone who loves being annoying to my sister,4
i am someone who loves being annoying to my sister,4
i like the color grey and rose,0
my favorite animal is a snake.,4
im a hardworker,4
my fav subject in skl is gym,4
my fav subject in skl is gym,4
my fav subject in skl is gym,4
a girl,0
i am 12 year old,4
i am 12,4
i like coloring,3
i like coloring,3
i don't like when someone is being mean to me,0
i don't like when someone is being mean to me,0
i am someone who loves to learn german,4
i am someone who loves to learn german,4
i am a kind person,1
i am a kind person,1
i am someone who likes real madrid the team in soccer.,4
i am loved by a bunch of people,4
i like singing,0
i like singing,0
i sturggle with math,0
i am cool,4
tall,4
i like starwars,3
i have black hair.,4
a teeneger,4
i am a boy,4
i play fortnite,4
i love nice views,0
i'm straight,4
i have a sister and twin,4
i am a student at [school name].,2
i like strawberry ice cream,0
i am bilingual.,4
i am bilingual.,4
i like braid in my hair but with only my natural hair.,0
i like braid in my hair but with only my natural hair.,0
i am in [school name] junior honors society,4
i am in [school name] junior honors society,4
i dont really like school,0
i dont really like school,0
i like,3
i like track,0
i like track,0
i am a athlete,4
i am short,4
i was in bachwe,4
i like walk,0
[first last name],4
i like math games,0
i like math games,0
i am someone who likes lasagna,4
i really like to eat sweets,0
"i was born in brasil, sao paulo",4
i like to play video games,0
i like to play video games,0
i like to do team work,0
and i was born at [date],4
i wear glasses,4
i am someone who likes steak.,4
i'm an organized person,1
i'm an organized person,1
my favorite subject is english,4
my favorite subject is english,4
my favorite subject is english,4
my favorite color is pink n gold,4
somebody who is a younger sister,4
somebody who is a younger sister,4
i'm really tired,4
i challenge my self,4
i like the taco bell mountain dew baja blast,3
i'm in 6th. grade,4
i'm in 6th. grade,4
i'm in 6th. grade,4
i am kind,4
i like playing stuff in school,0
i like playing stuff in school,0
i like playing stuff in school,0
i like going to the store,0
i like going to the store,0
i like the school bus,0
i try my hard in every thing,4
i love dogs,0
i only like some of my teachers.,0
i only like some of my teachers.,0
i like to draw,0
i like to draw,0
i like to play games,0
i like to play games,0
i like to do flips,3
i like to do flips,3
i am the middle child,4
i am the middle child,4
trustworthy,4
my favorite color is blue,4
i love getting new hairstyle,0
i love getting new hairstyle,0
i have 3 sisters,4
i can make my friend laugh,4
i can make my friend laugh,4
i'm the youngest out of my siblings,4
i like red,0
i am a hardworking student,2
i am a hardworking student,2
i am a good person,1
i am a good person,1
i'm 11 years old,4
i am a person who prefers summer.,1
i am a person who prefers summer.,1
i love volleyball.,0
i love volleyball.,0
im smart,4
black,4
i am a person who is shy,1
i am a person who is shy,1
i love my family,0
i love my family,0
a good observer,4
i am someone who will be successful,4
i'm somebody who likes to use pintrest,4
i'm somebody who likes to use pintrest,4
i don't like to write,0
i don't like to write,0
i love clothes,0
i love clothes,0
i love to travel.,0
i love to travel.,0
my favorite color is red,4
i love puzzles,0
i play video games,0
[first last name],4
i am tan.,4
i have a b in math,0
i like [teacher]'s class,0
i like [teacher]'s class,0
i have blonde hair,4
i speak creole,4
i speak creole,4
kind,4
i like book,0
i like book,0
i got a lot a lot of friends,4
i am someone that loves the color red and blue.,4
i get mad easily,4
i like sherbet.,3
i am good at soccer.,4
i am a strong person,1
i am a strong person,1
i am [first name].,4
i'm good a dancing,4
i am a cat lover,4
i like doing my hair.,0
i like doing my hair.,0
i like cats,0
i like nature,3
i like rocks,3
i like cod,3
i am [last name] .,4
i like video games,0
i like video games,0
my fav food is french fry.,4
i am someone who loves fanta,4
i am a mathematician,4
i am [first name].,4
i like to do my hair,0
i like to do my hair,0
someone who likes ice cream,4
i have good grades.,4
i have good grades.,4
i have good grades.,4
i like the color green.,0
don't care about anything but me,4
i am the third oldest kid.,4
i am the third oldest kid.,4
i get very stressed when i am confused.,4
i like science,0
i like science,0
a child,4
i am a person who likes to were bracelets sometimes,1
i am a person who likes to were bracelets sometimes,1
i am a students from 6 gradesom,4
i am a students from 6 gradesom,4
i am a students from 6 gradesom,4
i like hanging out with my friends,0
i like hanging out with my friends,0
i like hanging out with my friends,0
i am the best person i know.,1
i like nike.,0
no,4
i am someone who like roller skating,0
i am someone who like roller skating,0
am fonny,4
a puerto rican girl.,4
a puerto rican girl.,4
i like my school,0
i like my school,0
[first last name],4
i have a cat and kittins,4
i am a writer,4
i like eat icream,0
i love anime very much,0
i love celtics games,0
i suck at basketball,4
my favorite color is blue,4
a student,2
i like school filtrips,0
i like school filtrips,0
i love asian drinks and water,0
i'm part greek and italian.,4
i have brown. eyes,4
rvfgth,4
i am a student,2
i am smart,4
